date,home_team,away_team,team,scorer,minute,own_goal,penalty
2024-04-05,Armenia,Romania,Romania,Ștefania Vătafu,62,FALSE,FALSE
2024-04-05,Armenia,Romania,Romania,Savannah Taylor,65,TRUE,FALSE
2024-04-05,Armenia,Romania,Romania,Mihaela Ciolacu,69,FALSE,FALSE
2024-04-05,Armenia,Romania,Romania,Andrea Herczeg,80,FALSE,FALSE
2024-04-05,Austria,Germany,Austria,Eileen Campbell,9,FALSE,FALSE
2024-04-05,Austria,Germany,Austria,Eileen Campbell,17,FALSE,FALSE
2024-04-05,Austria,Germany,Germany,Klara Bühl,39,FALSE,FALSE
2024-04-05,Austria,Germany,Germany,Klara Bühl,49,FALSE,FALSE
2024-04-05,Austria,Germany,Germany,Giulia Gwinn,63,FALSE,TRUE
2024-04-05,Belgium,Spain,Spain,Salma Paralluelo,8,FALSE,FALSE
2024-04-05,Belgium,Spain,Spain,Jenni Hermoso,16,FALSE,FALSE
2024-04-05,Belgium,Spain,Spain,Salma Paralluelo,30,FALSE,FALSE
2024-04-05,Belgium,Spain,Spain,Salma Paralluelo,47,FALSE,FALSE
2024-04-05,Belgium,Spain,Spain,Esther González,64,FALSE,FALSE
2024-04-05,Belgium,Spain,Spain,Sheila García,85,FALSE,FALSE
2024-04-05,Belgium,Spain,Spain,Esther González,90,FALSE,FALSE
2024-04-05,Cyprus,Belarus,Belarus,Ksenia Kubichnaya,2,FALSE,FALSE
2024-04-05,Cyprus,Belarus,Belarus,Anastasia Shuppo,45,FALSE,TRUE
2024-04-05,Cyprus,Belarus,Belarus,Anastasiya Shlapakova,90,FALSE,FALSE
2024-04-05,Czech Republic,Denmark,Denmark,Amalie Vangsgaard,7,FALSE,FALSE
2024-04-05,Czech Republic,Denmark,Czech Republic,Andrea Stašková,42,FALSE,FALSE
2024-04-05,Czech Republic,Denmark,Denmark,Stine Ballisager Pedersen,68,FALSE,FALSE
2024-04-05,Czech Republic,Denmark,Denmark,Josefine Hasbo,72,FALSE,FALSE
2024-04-05,England,Sweden,England,Alessia Russo,24,FALSE,FALSE
2024-04-05,England,Sweden,Sweden,Fridolina Rolfö,64,FALSE,FALSE
2024-04-05,France,Republic of Ireland,France,Marie-Antoinette Katoto,6,FALSE,FALSE
2024-04-05,Georgia,Lithuania,Georgia,Teona Bakradze,12,FALSE,FALSE
2024-04-05,Georgia,Lithuania,Georgia,Teona Bakradze,19,FALSE,FALSE
2024-04-05,Georgia,Lithuania,Lithuania,Ugnė Lazdauskaitė,20,FALSE,FALSE
2024-04-05,Georgia,Lithuania,Lithuania,Rimantė Jonušaitė,59,FALSE,FALSE
2024-04-05,Greece,Faroe Islands,Greece,Veatriki Sarri,55,FALSE,TRUE
2024-04-05,Hungary,Azerbaijan,Hungary,Henrietta Csiszár,44,FALSE,FALSE
2024-04-05,Hungary,Azerbaijan,Azerbaijan,Sevinj Jafarzade,74,FALSE,TRUE
2024-04-05,Iceland,Poland,Iceland,Małgorzata Mesjasz,42,TRUE,FALSE
2024-04-05,Iceland,Poland,Iceland,Diljá Ýr Zomers,43,FALSE,FALSE
2024-04-05,Iceland,Poland,Iceland,Sveindís Jane Jónsdóttir,66,FALSE,FALSE
2024-04-05,Italy,Netherlands,Italy,Valentina Giacinti,4,FALSE,FALSE
2024-04-05,Italy,Netherlands,Italy,Agnese Bonfantini,59,FALSE,FALSE
2024-04-05,Kazakhstan,Bulgaria,Bulgaria,Simona Petkova,45,FALSE,FALSE
2024-04-05,Latvia,North Macedonia,Latvia,Karlīna Miksone,7,FALSE,FALSE
2024-04-05,Latvia,North Macedonia,North Macedonia,Gentjana Rochi,17,FALSE,FALSE
2024-04-05,Latvia,North Macedonia,North Macedonia,Anastasija Ročāne,25,TRUE,FALSE
2024-04-05,Latvia,North Macedonia,North Macedonia,Nataša Andonova,32,FALSE,FALSE
2024-04-05,Latvia,North Macedonia,Latvia,Anastasija Poļuhoviča,63,FALSE,FALSE
2024-04-05,Latvia,North Macedonia,North Macedonia,Anna Kristīne Gornela,69,TRUE,FALSE
2024-04-05,Latvia,North Macedonia,Latvia,Karlīna Miksone,76,FALSE,FALSE
2024-04-05,Luxembourg,Albania,Albania,Luçije Gjini,43,FALSE,FALSE
2024-04-05,Luxembourg,Albania,Luxembourg,Charlotte Schmit,68,FALSE,FALSE
2024-04-05,Luxembourg,Albania,Luxembourg,Amy Thompson,87,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Montenegro,Slađana Bulatović,27,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Montenegro,Jasna Đoković,37,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Andorra,Teresa Morató,41,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Montenegro,Medina Dešić,51,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Montenegro,Medina Dešić,61,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Montenegro,Helena Božić,74,FALSE,FALSE
2024-04-05,Montenegro,Andorra,Montenegro,Slađana Bulatović,90,FALSE,TRUE
2024-04-05,Norway,Finland,Norway,Celin Bizet Ildhusøy,24,FALSE,FALSE
2024-04-05,Norway,Finland,Norway,Sophie Román Haug,41,FALSE,FALSE
2024-04-05,Norway,Finland,Norway,Thea Bjelde,78,FALSE,FALSE
2024-04-05,Norway,Finland,Norway,Elisabeth Terland,81,FALSE,FALSE
2024-04-05,Portugal,Bosnia and Herzegovina,Portugal,Carole Costa,28,FALSE,FALSE
2024-04-05,Portugal,Bosnia and Herzegovina,Portugal,Gloria Slišković,45,TRUE,FALSE
2024-04-05,Portugal,Bosnia and Herzegovina,Portugal,Diana Silva,62,FALSE,FALSE
2024-04-05,Slovakia,Israel,Slovakia,Patrícia Hmírová,35,FALSE,FALSE
2024-04-05,Slovakia,Israel,Slovakia,Mária Mikolajová,39,FALSE,FALSE
2024-04-05,Slovenia,Moldova,Slovenia,Lara Prašnikar,45,FALSE,FALSE
2024-04-05,Slovenia,Moldova,Slovenia,Zala Kuštrin,56,FALSE,FALSE
2024-04-05,Switzerland,Turkey,Switzerland,Viola Calligaris,30,FALSE,FALSE
2024-04-05,Switzerland,Turkey,Switzerland,Luana Bühler,52,FALSE,FALSE
2024-04-05,Switzerland,Turkey,Switzerland,Viola Calligaris,78,FALSE,FALSE
2024-04-05,Switzerland,Turkey,Turkey,Ece Türkoğlu,80,FALSE,FALSE
2024-04-05,Ukraine,Kosovo,Ukraine,Anna Petryk,28,FALSE,TRUE
2024-04-05,Ukraine,Kosovo,Ukraine,Tamila Khimich,34,FALSE,FALSE
2024-04-05,Wales,Croatia,Wales,Jess Fishlock,4,FALSE,FALSE
2024-04-05,Wales,Croatia,Wales,Jess Fishlock,50,FALSE,FALSE
2024-04-05,Wales,Croatia,Wales,Rachel Rowe,51,FALSE,FALSE
2024-04-05,Wales,Croatia,Wales,Angharad James-Turner,56,FALSE,FALSE
2024-04-09,Albania,Estonia,Albania,Fortesa Berisha,31,FALSE,FALSE
2024-04-09,Albania,Estonia,Albania,Kristina Maksuti,90,FALSE,FALSE
2024-04-09,Andorra,Greece,Greece,Veatriki Sarri,45,FALSE,TRUE
2024-04-09,Andorra,Greece,Greece,Anastasia Spyridonidou,56,FALSE,FALSE
2024-04-09,Andorra,Greece,Greece,Anastasia Gkatsou,67,FALSE,FALSE
2024-04-09,Azerbaijan,Switzerland,Switzerland,Smilla Vallotto,11,FALSE,TRUE
2024-04-09,Azerbaijan,Switzerland,Switzerland,Luana Bühler,20,FALSE,FALSE
2024-04-09,Azerbaijan,Switzerland,Switzerland,Alayah Pilgrim,51,FALSE,FALSE
2024-04-09,Azerbaijan,Switzerland,Switzerland,Nadine Riesen,54,FALSE,FALSE
2024-04-09,Belarus,Georgia,Belarus,Anastasiya Shlapakova,45,FALSE,FALSE
2024-04-09,Belarus,Georgia,Belarus,Anna Pilipenko,64,FALSE,FALSE
2024-04-09,Belarus,Georgia,Belarus,Anna Kozyupa,70,FALSE,FALSE
2024-04-09,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Lauren Wade,54,FALSE,FALSE
2024-04-09,Bosnia and Herzegovina,Northern Ireland,Bosnia and Herzegovina,Marija Milinković,56,FALSE,FALSE
2024-04-09,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Megan Bell,60,FALSE,FALSE
2024-04-09,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Simone Magill,68,FALSE,FALSE
2024-04-09,Bulgaria,Armenia,Armenia,Lara Kazanchian,42,FALSE,FALSE
2024-04-09,Bulgaria,Armenia,Armenia,Veronika Asatryan,49,FALSE,FALSE
2024-04-09,Bulgaria,Armenia,Bulgaria,Polina Rasina,61,FALSE,FALSE
2024-04-09,Bulgaria,Armenia,Bulgaria,Evdokiya Popadinova,85,FALSE,TRUE
2024-04-09,Bulgaria,Armenia,Armenia,Ani Safaryan,90,FALSE,FALSE
2024-04-09,Croatia,Ukraine,Croatia,Izabela Lojna,18,FALSE,FALSE
2024-04-09,Denmark,Belgium,Denmark,Amalie Vangsgaard,29,FALSE,FALSE
2024-04-09,Denmark,Belgium,Denmark,Amalie Vangsgaard,39,FALSE,FALSE
2024-04-09,Denmark,Belgium,Denmark,Sofie Svava,44,FALSE,FALSE
2024-04-09,Denmark,Belgium,Denmark,Frederikke Thøgersen,62,FALSE,FALSE
2024-04-09,Denmark,Belgium,Belgium,Sari Kees,67,FALSE,FALSE
2024-04-09,Denmark,Belgium,Belgium,Féli Delacauw,72,FALSE,FALSE
2024-04-09,Finland,Italy,Italy,Lucia Di Guglielmo,39,FALSE,FALSE
2024-04-09,Finland,Italy,Finland,Jutta Rantala,48,FALSE,FALSE
2024-04-09,Finland,Italy,Finland,Elena Linari,75,TRUE,FALSE
2024-04-09,Germany,Iceland,Germany,Lea Schüller,4,FALSE,FALSE
2024-04-09,Germany,Iceland,Iceland,Hlín Eiríksdóttir,23,FALSE,FALSE
2024-04-09,Germany,Iceland,Germany,Lea Schüller,34,FALSE,FALSE
2024-04-09,Germany,Iceland,Germany,Lena Oberdorf,45,FALSE,FALSE
2024-04-09,Israel,Serbia,Serbia,Jovana Damnjanović,5,FALSE,FALSE
2024-04-09,Israel,Serbia,Israel,Vital Kats,31,FALSE,FALSE
2024-04-09,Israel,Serbia,Serbia,Tijana Filipović,37,FALSE,FALSE
2024-04-09,Israel,Serbia,Serbia,Jovana Damnjanović,55,FALSE,FALSE
2024-04-09,Israel,Serbia,Israel,Eden Avital,78,FALSE,FALSE
2024-04-09,Israel,Serbia,Serbia,Anastasija Ćirić,90,FALSE,FALSE
2024-04-09,Kosovo,Wales,Wales,Rachel Rowe,30,FALSE,FALSE
2024-04-09,Kosovo,Wales,Wales,Kayleigh Green,44,FALSE,FALSE
2024-04-09,Kosovo,Wales,Wales,Rachel Rowe,60,FALSE,FALSE
2024-04-09,Kosovo,Wales,Wales,Ffion Morgan,62,FALSE,FALSE
2024-04-09,Kosovo,Wales,Wales,Elise Hughes,85,FALSE,FALSE
2024-04-09,Kosovo,Wales,Wales,Elise Hughes,90,FALSE,FALSE
2024-04-09,Lithuania,Cyprus,Lithuania,Milda Liužinaitė,46,FALSE,FALSE
2024-04-09,Malta,Portugal,Portugal,Carole Costa,48,FALSE,TRUE
2024-04-09,Malta,Portugal,Portugal,Ana Capeta,78,FALSE,FALSE
2024-04-09,Moldova,Latvia,Latvia,Nadejda Colesnicenco,63,TRUE,FALSE
2024-04-09,Montenegro,Faroe Islands,Faroe Islands,Sunniva Willemoes Dal Christiansen,9,FALSE,FALSE
2024-04-09,Montenegro,Faroe Islands,Montenegro,Maša Tomašević,17,FALSE,FALSE
2024-04-09,Montenegro,Faroe Islands,Montenegro,Armisa Kuč,41,FALSE,FALSE
2024-04-09,Montenegro,Faroe Islands,Montenegro,Armisa Kuč,58,FALSE,FALSE
2024-04-09,Montenegro,Faroe Islands,Montenegro,Jasna Đoković,84,FALSE,FALSE
2024-04-09,Montenegro,Faroe Islands,Montenegro,Medina Dešić,90,FALSE,FALSE
2024-04-09,Netherlands,Norway,Netherlands,Lineth Beerensteyn,6,FALSE,FALSE
2024-04-09,North Macedonia,Slovenia,Slovenia,Kaja Korošec,24,FALSE,FALSE
2024-04-09,North Macedonia,Slovenia,Slovenia,Viktorija Panchurova,29,TRUE,FALSE
2024-04-09,North Macedonia,Slovenia,Slovenia,Lara Prašnikar,56,FALSE,FALSE
2024-04-09,North Macedonia,Slovenia,Slovenia,Nina Kajzba,84,FALSE,FALSE
2024-04-09,North Macedonia,Slovenia,Slovenia,Špela Kolbl,88,FALSE,FALSE
2024-04-09,Poland,Austria,Austria,Sarah Puntigam,15,FALSE,FALSE
2024-04-09,Poland,Austria,Poland,Ewelina Kamczyk,55,FALSE,FALSE
2024-04-09,Poland,Austria,Austria,Lilli Purtscheller,66,FALSE,FALSE
2024-04-09,Poland,Austria,Austria,Eileen Campbell,90,FALSE,FALSE
2024-04-09,Republic of Ireland,England,England,Lauren James,12,FALSE,FALSE
2024-04-09,Republic of Ireland,England,England,Alex Greenwood,18,FALSE,TRUE
2024-04-09,Romania,Kazakhstan,Romania,Cristina Carp,69,FALSE,FALSE
2024-04-09,Scotland,Slovakia,Scotland,Sophie Howard,62,FALSE,FALSE
2024-04-09,Spain,Czech Republic,Czech Republic,Eliška Sonntagová,56,FALSE,FALSE
2024-04-09,Spain,Czech Republic,Spain,María Méndez,58,FALSE,FALSE
2024-04-09,Spain,Czech Republic,Spain,Jenni Hermoso,62,FALSE,FALSE
2024-04-09,Spain,Czech Republic,Spain,Mariona Caldentey,70,FALSE,FALSE
2024-04-09,Sweden,France,France,Wendie Renard,80,FALSE,FALSE
2024-04-09,Turkey,Hungary,Hungary,Diána Csányi,45,FALSE,FALSE
2024-04-09,Turkey,Hungary,Turkey,Ece Türkoğlu,80,FALSE,FALSE
2024-04-09,Turkey,Hungary,Turkey,Miray Cin,87,FALSE,FALSE
2024-05-31,Armenia,Kazakhstan,Armenia,Anna Dallakyan,13,FALSE,FALSE
2024-05-31,Armenia,Kazakhstan,Armenia,Maral Artin,49,FALSE,TRUE
2024-05-31,Armenia,Kazakhstan,Kazakhstan,Kamila Kulmagambetova,70,FALSE,FALSE
2024-05-31,Austria,Iceland,Austria,Sarah Puntigam,26,FALSE,TRUE
2024-05-31,Austria,Iceland,Iceland,Glódís Perla Viggósdóttir,76,FALSE,TRUE
2024-05-31,Cyprus,Georgia,Georgia,Irina Khaburdzania,32,FALSE,FALSE
2024-05-31,Cyprus,Georgia,Georgia,Teona Bakradze,63,FALSE,FALSE
2024-05-31,Czech Republic,Belgium,Belgium,Tessa Wullaert,12,FALSE,FALSE
2024-05-31,Czech Republic,Belgium,Belgium,Tine De Caigny,14,FALSE,FALSE
2024-05-31,Czech Republic,Belgium,Czech Republic,Kamila Dubcová,86,FALSE,TRUE
2024-05-31,Denmark,Spain,Spain,Jenni Hermoso,17,FALSE,FALSE
2024-05-31,Denmark,Spain,Spain,Mariona Caldentey,28,FALSE,TRUE
2024-05-31,England,France,England,Beth Mead,30,FALSE,FALSE
2024-05-31,England,France,France,Élisa De Almeida,41,FALSE,FALSE
2024-05-31,England,France,France,Marie-Antoinette Katoto,68,FALSE,FALSE
2024-05-31,Estonia,Albania,Albania,Fortesa Berisha,7,FALSE,FALSE
2024-05-31,Estonia,Albania,Estonia,Kairi Himanen,17,FALSE,FALSE
2024-05-31,Estonia,Albania,Albania,Qendresa Krasniqi,90,FALSE,FALSE
2024-05-31,Faroe Islands,Andorra,Faroe Islands,Sunniva Willemoes Dal Christiansen,25,FALSE,FALSE
2024-05-31,Faroe Islands,Andorra,Faroe Islands,Ásla Johannesen,48,FALSE,FALSE
2024-05-31,Faroe Islands,Andorra,Faroe Islands,Birita Ryan,67,FALSE,FALSE
2024-05-31,Faroe Islands,Andorra,Faroe Islands,Petra Hoydal,79,FALSE,FALSE
2024-05-31,Germany,Poland,Poland,Natalia Padilla,1,FALSE,FALSE
2024-05-31,Germany,Poland,Germany,Wiktoria Zieniewicz,34,TRUE,FALSE
2024-05-31,Germany,Poland,Germany,Lea Schüller,77,FALSE,FALSE
2024-05-31,Germany,Poland,Germany,Giulia Gwinn,84,FALSE,FALSE
2024-05-31,Germany,Poland,Germany,Giulia Gwinn,88,FALSE,TRUE
2024-05-31,Greece,Montenegro,Montenegro,Armisa Kuč,3,FALSE,FALSE
2024-05-31,Greece,Montenegro,Greece,Eleni Markou,11,FALSE,FALSE
2024-05-31,Greece,Montenegro,Greece,Anastasia Spyridonidou,49,FALSE,FALSE
2024-05-31,Greece,Montenegro,Montenegro,Slađana Bulatović,90,FALSE,TRUE
2024-05-31,Kosovo,Croatia,Croatia,Ivana Rudelić,58,FALSE,FALSE
2024-05-31,Malta,Bosnia and Herzegovina,Bosnia and Herzegovina,Milena Nikolić,88,FALSE,FALSE
2024-05-31,Netherlands,Finland,Netherlands,Lineth Beerensteyn,65,FALSE,FALSE
2024-05-31,North Macedonia,Moldova,North Macedonia,Ulza Maksuti,52,FALSE,FALSE
2024-05-31,North Macedonia,Moldova,Moldova,Carolina Țabur,55,FALSE,FALSE
2024-05-31,Portugal,Northern Ireland,Portugal,Carole Costa,25,FALSE,TRUE
2024-05-31,Portugal,Northern Ireland,Portugal,Lúcia Alves,49,FALSE,FALSE
2024-05-31,Portugal,Northern Ireland,Portugal,Catarina Amado,83,FALSE,FALSE
2024-05-31,Portugal,Northern Ireland,Portugal,Lúcia Alves,90,FALSE,FALSE
2024-05-31,Republic of Ireland,Sweden,Sweden,Johanna Rytting Kaneryd,26,FALSE,FALSE
2024-05-31,Republic of Ireland,Sweden,Sweden,Fridolina Rolfö,62,FALSE,FALSE
2024-05-31,Republic of Ireland,Sweden,Sweden,Johanna Rytting Kaneryd,86,FALSE,FALSE
2024-05-31,Romania,Bulgaria,Romania,Ștefania Vătafu,76,FALSE,FALSE
2024-05-31,Scotland,Israel,Scotland,Claire Emslie,17,FALSE,FALSE
2024-05-31,Scotland,Israel,Scotland,Kirsty Hanson,30,FALSE,FALSE
2024-05-31,Scotland,Israel,Scotland,Claire Emslie,36,FALSE,FALSE
2024-05-31,Scotland,Israel,Scotland,Martha Thomas,63,FALSE,TRUE
2024-05-31,Scotland,Israel,Israel,Talia Sommer,84,FALSE,FALSE
2024-05-31,Serbia,Slovakia,Slovakia,Martina Šurnovská,9,FALSE,FALSE
2024-05-31,Serbia,Slovakia,Serbia,Violeta Slović,22,FALSE,FALSE
2024-05-31,Serbia,Slovakia,Serbia,Miljana Ivanović,53,FALSE,FALSE
2024-05-31,Slovenia,Latvia,Slovenia,Sara Agrež,32,FALSE,FALSE
2024-05-31,Slovenia,Latvia,Slovenia,Lana Golob,57,FALSE,FALSE
2024-05-31,Slovenia,Latvia,Slovenia,Špela Kolbl,70,FALSE,FALSE
2024-05-31,Slovenia,Latvia,Slovenia,Nina Kajzba,75,FALSE,FALSE
2024-05-31,Slovenia,Latvia,Slovenia,Kaja Korošec,77,FALSE,FALSE
2024-05-31,Slovenia,Latvia,Slovenia,Lara Prašnikar,90,FALSE,FALSE
2024-05-31,Switzerland,Hungary,Switzerland,Alisha Lehmann,27,FALSE,FALSE
2024-05-31,Switzerland,Hungary,Hungary,Dóra Zeller,56,FALSE,FALSE
2024-05-31,Switzerland,Hungary,Switzerland,Ramona Bachmann,61,FALSE,TRUE
2024-05-31,Turkey,Azerbaijan,Turkey,Ebru Topçu,43,FALSE,TRUE
2024-05-31,Wales,Ukraine,Ukraine,Veronika Andrukhiv,3,FALSE,FALSE
2024-05-31,Wales,Ukraine,Wales,Kayleigh Green,64,FALSE,TRUE
2024-06-04,Albania,Luxembourg,Albania,Megi Doçi,29,FALSE,TRUE
2024-06-04,Albania,Luxembourg,Albania,Qendresa Krasniqi,45,FALSE,FALSE
2024-06-04,Albania,Luxembourg,Albania,Fortesa Berisha,46,FALSE,FALSE
2024-06-04,Albania,Luxembourg,Luxembourg,Emma Kremer,90,FALSE,FALSE
2024-06-04,Andorra,Montenegro,Montenegro,Armisa Kuč,1,FALSE,FALSE
2024-06-04,Andorra,Montenegro,Montenegro,Armisa Kuč,6,FALSE,FALSE
2024-06-04,Andorra,Montenegro,Andorra,Erica Gonçalves,10,FALSE,FALSE
2024-06-04,Andorra,Montenegro,Montenegro,Medina Dešić,32,FALSE,FALSE
2024-06-04,Andorra,Montenegro,Montenegro,Jasna Đoković,56,FALSE,FALSE
2024-06-04,Andorra,Montenegro,Montenegro,Slađana Bulatović,58,FALSE,FALSE
2024-06-04,Azerbaijan,Turkey,Azerbaijan,Nigar Mirzaliyeva,89,FALSE,FALSE
2024-06-04,Belgium,Czech Republic,Czech Republic,Kamila Dubcová,19,FALSE,FALSE
2024-06-04,Belgium,Czech Republic,Belgium,Jassina Blom,79,FALSE,FALSE
2024-06-04,Bosnia and Herzegovina,Malta,Malta,Maria Farrugia,10,FALSE,FALSE
2024-06-04,Bosnia and Herzegovina,Malta,Bosnia and Herzegovina,Milena Nikolić,64,FALSE,FALSE
2024-06-04,Bosnia and Herzegovina,Malta,Bosnia and Herzegovina,Milena Nikolić,90,FALSE,FALSE
2024-06-04,Bulgaria,Romania,Romania,Ștefania Vătafu,39,FALSE,FALSE
2024-06-04,Bulgaria,Romania,Romania,Cristina Carp,51,FALSE,FALSE
2024-06-04,Bulgaria,Romania,Romania,Andrea Herczeg,79,FALSE,FALSE
2024-06-04,Croatia,Kosovo,Croatia,Ivana Rudelić,15,FALSE,FALSE
2024-06-04,Croatia,Kosovo,Croatia,Ana Maria Marković,74,FALSE,FALSE
2024-06-04,Faroe Islands,Greece,Greece,Veatriki Sarri,13,FALSE,FALSE
2024-06-04,Faroe Islands,Greece,Greece,Sophia Koggouli,78,FALSE,FALSE
2024-06-04,Finland,Netherlands,Netherlands,Lineth Beerensteyn,17,FALSE,FALSE
2024-06-04,Finland,Netherlands,Finland,Jutta Rantala,77,FALSE,FALSE
2024-06-04,France,England,England,Georgia Stanway,21,FALSE,FALSE
2024-06-04,France,England,England,Alessia Russo,34,FALSE,FALSE
2024-06-04,France,England,France,Kadidiatou Diani,72,FALSE,TRUE
2024-06-04,Georgia,Cyprus,Georgia,Teona Bakradze,13,FALSE,FALSE
2024-06-04,Hungary,Switzerland,Hungary,Emőke Pápai,73,FALSE,FALSE
2024-06-04,Iceland,Austria,Iceland,Hlín Eiríksdóttir,17,FALSE,FALSE
2024-06-04,Iceland,Austria,Austria,Eileen Campbell,44,FALSE,FALSE
2024-06-04,Iceland,Austria,Iceland,Hildur Antonsdóttir,70,FALSE,FALSE
2024-06-04,Israel,Scotland,Scotland,Martha Thomas,14,FALSE,FALSE
2024-06-04,Israel,Scotland,Scotland,Martha Thomas,37,FALSE,FALSE
2024-06-04,Israel,Scotland,Scotland,Martha Thomas,74,FALSE,FALSE
2024-06-04,Israel,Scotland,Scotland,Martha Thomas,77,FALSE,FALSE
2024-06-04,Israel,Scotland,Scotland,Chelsea Cornet,86,FALSE,FALSE
2024-06-04,Italy,Norway,Italy,Manuela Giugliano,6,FALSE,FALSE
2024-06-04,Italy,Norway,Norway,Frida Maanum,81,FALSE,FALSE
2024-06-04,Kazakhstan,Armenia,Kazakhstan,Alexandra Burova,28,FALSE,FALSE
2024-06-04,Kazakhstan,Armenia,Kazakhstan,Aida Gaistenova,35,FALSE,FALSE
2024-06-04,Kazakhstan,Armenia,Armenia,Maral Artin,39,FALSE,FALSE
2024-06-04,Kazakhstan,Armenia,Kazakhstan,Aida Gaistenova,57,FALSE,FALSE
2024-06-04,Kazakhstan,Armenia,Kazakhstan,Asselkhan Turlybekova,58,FALSE,FALSE
2024-06-04,Latvia,Slovenia,Slovenia,Lara Prašnikar,24,FALSE,FALSE
2024-06-04,Latvia,Slovenia,Slovenia,Lara Prašnikar,42,FALSE,FALSE
2024-06-04,Latvia,Slovenia,Slovenia,Špela Kolbl,47,FALSE,FALSE
2024-06-04,Latvia,Slovenia,Slovenia,Korina Janež,72,FALSE,FALSE
2024-06-04,Moldova,North Macedonia,North Macedonia,Mădălina Bădiceanu,2,TRUE,FALSE
2024-06-04,Moldova,North Macedonia,Moldova,Carolina Țabur,22,FALSE,FALSE
2024-06-04,Moldova,North Macedonia,North Macedonia,Nataša Andonova,26,FALSE,TRUE
2024-06-04,Moldova,North Macedonia,North Macedonia,Lenche Andreevska,43,FALSE,FALSE
2024-06-04,Moldova,North Macedonia,Moldova,Iuliana Colnic,59,FALSE,FALSE
2024-06-04,Moldova,North Macedonia,North Macedonia,Nataša Andonova,75,FALSE,FALSE
2024-06-04,Northern Ireland,Portugal,Northern Ireland,Lauren Wade,5,FALSE,FALSE
2024-06-04,Northern Ireland,Portugal,Portugal,Kika Nazareth,18,FALSE,FALSE
2024-06-04,Northern Ireland,Portugal,Portugal,Andreia Norton,30,FALSE,FALSE
2024-06-04,Poland,Germany,Poland,Dominika Grabowska,12,FALSE,FALSE
2024-06-04,Poland,Germany,Germany,Lea Schüller,51,FALSE,FALSE
2024-06-04,Poland,Germany,Germany,Lea Schüller,69,FALSE,FALSE
2024-06-04,Poland,Germany,Germany,Klara Bühl,77,FALSE,FALSE
2024-06-04,Slovakia,Serbia,Serbia,Jovana Damnjanović,35,FALSE,FALSE
2024-06-04,Slovakia,Serbia,Serbia,Tyla-Jay Vlajnic,55,FALSE,FALSE
2024-06-04,Slovakia,Serbia,Serbia,Miljana Ivanović,87,FALSE,FALSE
2024-06-04,Slovakia,Serbia,Serbia,Nina Matejić,90,FALSE,FALSE
2024-06-04,Spain,Denmark,Denmark,Janni Thomsen,4,FALSE,FALSE
2024-06-04,Spain,Denmark,Denmark,Janni Thomsen,72,FALSE,FALSE
2024-06-04,Spain,Denmark,Spain,Bruna Vilamala,74,FALSE,FALSE
2024-06-04,Spain,Denmark,Spain,Irene Paredes,77,FALSE,FALSE
2024-06-04,Spain,Denmark,Spain,Lucía García,90,FALSE,FALSE
2024-06-04,Sweden,Republic of Ireland,Sweden,Magdalena Eriksson,84,FALSE,FALSE
2024-06-04,Ukraine,Wales,Ukraine,Yana Kalinina,34,FALSE,FALSE
2024-06-04,Ukraine,Wales,Wales,Kayleigh Green,74,FALSE,TRUE
2024-06-04,Ukraine,Wales,Wales,Jess Fishlock,77,FALSE,FALSE
2024-06-04,Ukraine,Wales,Ukraine,Nicole Kozlova,90,FALSE,FALSE
2024-07-12,Armenia,Bulgaria,Bulgaria,Lora Petrova,13,FALSE,FALSE
2024-07-12,Armenia,Bulgaria,Bulgaria,Kristiana Karaivanova,26,FALSE,FALSE
2024-07-12,Armenia,Bulgaria,Armenia,Ani Safaryan,75,FALSE,FALSE
2024-07-12,Armenia,Bulgaria,Bulgaria,Aleksandra Yaneva,90,FALSE,FALSE
2024-07-12,Austria,Poland,Austria,Celina Degen,37,FALSE,FALSE
2024-07-12,Austria,Poland,Austria,Eileen Campbell,67,FALSE,FALSE
2024-07-12,Austria,Poland,Austria,Annabel Schasching,69,FALSE,FALSE
2024-07-12,Austria,Poland,Poland,Natalia Padilla,75,FALSE,FALSE
2024-07-12,Azerbaijan,Hungary,Hungary,Anna Csiki,21,FALSE,FALSE
2024-07-12,Azerbaijan,Hungary,Hungary,Zsanett Kaján,32,FALSE,FALSE
2024-07-12,Azerbaijan,Hungary,Hungary,Emőke Pápai,53,FALSE,FALSE
2024-07-12,Azerbaijan,Hungary,Hungary,Kinga Siklér,90,FALSE,FALSE
2024-07-12,Azerbaijan,Hungary,Hungary,Kinga Siklér,90,FALSE,FALSE
2024-07-12,Belgium,Denmark,Denmark,Janice Cayman,60,TRUE,FALSE
2024-07-12,Belgium,Denmark,Denmark,Pernille Harder,65,FALSE,FALSE
2024-07-12,Belgium,Denmark,Denmark,Sara Holmgaard,82,FALSE,FALSE
